URL,MobileURL,Date,Title,The specified phrase is too short.,Parentheses may only be used around OR'd statements.
https://www.techrepublic.com/article/getting-ready-for-the-end-of-basic-authentication-in-exchange-web-services/,https://www.techrepublic.com/google-amp/article/getting-ready-for-the-end-of-basic-authentication-in-exchange-web-services/,2019-12-19 14:00:00,Getting ready for the end of Basic Authentication in Exchange Web Services,,
https://news.yahoo.com/securesky-cyber-threat-center-increases-131700673.html,https://news.yahoo.com/amphtml/securesky-cyber-threat-center-increases-131700673.html,2019-12-17 14:00:00,SecureSky Cyber Threat Center Increases Its Threat Intelligence Capabilities with Microsoft Security Response Center ( MSRC ) and Active Protections Program ( MAPP ) Partnership,,
https://www.prnewswire.com:443/news-releases/securesky-cyber-threat-center-increases-its-threat-intelligence-capabilities-with-microsoft-security-response-center-msrc-and-active-protections-program-mapp-partnership-300975773.html,,2019-12-17 13:45:00,SecureSky Cyber Threat Center Increases Its Threat Intelligence Capabilities with Microsoft Security Response Center ( MSRC ) and Active Protections Program ( MAPP ) Partnership,,
https://www.finanznachrichten.de/nachrichten-2019-12/48461389-nexustek-s-customer-upgrade-rate-above-national-average-for-windows-eol-200.htm,,2019-12-19 11:30:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.tmcnet.com/usubmit/2019/12/17/9070821.htm,,2019-12-17 13:45:00,SecureSky Cyber Threat Center Increases Its Threat Intelligence Capabilities with Microsoft Security Response Center ( MSRC ) and Active Protections Program ( MAPP ) Partnership,,
https://tech.sina.com.cn/roll/2019-12-19/doc-iihnzahi8544609.shtml,,2019-12-19 02:30:00,微软宣布继续为Windows 7企业级用户提供支持 ！ ,,
https://www.pc.co.il/news/306012/,,2019-12-18 15:45:00,מי יחליף את אסף רפפורט כמנכ  ל המו  פ של מיקרוסופט בישראל ? ,,
https://www.finanzen.ch/nachrichten/aktien/circadence-improves-advanced-cyber-learning-with-new-features-in-project-ares-1028776944,,2019-12-19 19:00:00,Circadence Improves Advanced Cyber Learning with New Features in Project Ares® | 19 . 12 . 19,,
https://www.prnewswire.com:443/news-releases/circadence-improves-advanced-cyber-learning-with-new-features-in-project-ares-300977863.html,,2019-12-19 19:15:00,Circadence Improves Advanced Cyber Learning with New Features in Project Ares®,,
https://www.prnewswire.com/news-releases/circadence-improves-advanced-cyber-learning-with-new-features-in-project-ares-300977863.html,,2019-12-19 19:15:00,Circadence Improves Advanced Cyber Learning with New Features in Project Ares®,,
https://www.geektime.co.il/assaf-rappaport-leaves-microsoft/,https://www.geektime.co.il/assaf-rappaport-leaves-microsoft/amp/,2019-12-18 09:30:00,אסף רפפורט עוזב את מיקרוסופט ; עובר  לדבר הבא  ,,
https://www.bostonstar.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 16:00:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.hawaiitelegraph.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 12:45:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.californiatelegraph.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 12:45:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
http://softwaredev.itbusinessnet.com/2019/12/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol/,,2019-12-19 13:15:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL |,,
https://www.albuquerqueexpress.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 13:15:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.newjerseytelegraph.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 15:15:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.theusnews.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 15:15:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
http://security.itbusinessnet.com/2019/12/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol/,,2019-12-19 15:00:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL |,,
https://www.memphissun.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 11:45:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.phoenixherald.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 12:15:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
http://itbusinessnet.com/2019/12/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol/,,2019-12-19 12:30:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL |,,
https://www.stlouisstar.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 11:30:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
http://hardware.itbusinessnet.com/2019/12/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol/,,2019-12-19 15:00:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL |,,
https://www.clevelandstar.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 15:00:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.saltlakecitysun.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 14:45:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.dallassun.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 13:45:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.nashvilleherald.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 13:45:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.baltimorestar.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 13:15:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
https://www.tennesseedaily.com/news/263443180/nexusteks-customer-upgrade-rate-above-national-average-for-windows-eol,,2019-12-19 14:15:00,NexusTek Customer Upgrade Rate Above National Average for Windows EOL,,
